;Al;C;Co;Cr;Cu;Fe;Hf;Mn;Mo;Nb;Ni;Re;Ru;Si;Ta;Ti;V;W;Zr;UTS (MPa);Elongation (%);Mass price (USD/kg);Supply risk;Normalized vulnerability to supply restriction;Embodied energy (MJ/kg);Rock to metal ratio (kg/kg);Water usage (l/kg);Human health damage;Human rights pressure;Labor rights pressure;Class
Stainless steel, austenitic, Nitronic 50, XM-19, annealed (nitrogen strengthened);0.0;0.00035;0.0;0.1625;0.04;0.7435;0.0;0.005;0.0;0.00275;0.04;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;1015.789978;18.5;3.17530145;0.13816514849570039;0.10845518975307264;128.2654;44.22532555633731;135.875075;7.372967826528797;32.88662547472723;33.5634368110042;Steels
Stainless steel, austenitic, Nitronic 50, XM-19, cold drawn, wire (nitrogen strengthened);0.0;0.00035;0.0;0.1625;0.04;0.7435;0.0;0.005;0.0;0.00275;0.04;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;941.0;20.0;3.17530145;0.13816514849570039;0.10845518975307264;128.2654;44.22532555633731;135.875075;7.372967826528797;32.88662547472723;33.5634368110042;Steels
Stainless steel, austenitic, Nitronic 60, annealed;0.0;0.00035;0.0;0.1625;0.04;0.7435;0.0;0.005;0.0;0.00275;0.04;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;834.7368469;22.0;3.17530145;0.13816514849570039;0.10845518975307264;128.2654;44.22532555633731;135.875075;7.372967826528797;32.88662547472723;33.5634368110042;Steels
Stainless steel, duplex, AISI 2205, annealed;0.0;0.00035;0.0;0.1625;0.04;0.7435;0.0;0.005;0.0;0.00275;0.04;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;1378.947388;15.0;3.17530145;0.13816514849570039;0.10845518975307264;128.2654;44.22532555633731;135.875075;7.372967826528797;32.88662547472723;33.5634368110042;Steels
Stainless steel, duplex, AISI 329, annealed;0.0;0.00035;0.0;0.1625;0.04;0.7435;0.0;0.005;0.0;0.00275;0.04;0.0;0.0;0.005;0.00025;0.0;0.0;0.0;0.0;1233.684204;15.5;3.17530145;0.13816514849570039;0.10845518975307264;128.2654;44.22532555633731;135.875075;7.372967826528797;32.88662547472723;33.5634368110042;Steels
Stainless steel, duplex, ASTM CD-4MCu, cast, water quenched;0.01125;0.00045;0.0;0.17;0.0;0.737;0.0;0.005;0.0;0.0;0.07125;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1292.5;5.0;3.0716973999999997;0.1315450828472432;0.10777465454435538;131.38817500000005;28.05750925385834;144.54777500000003;6.87051762700194;33.26324893741523;34.10245951990003;Steels
Stainless steel, duplex, Ilium P, cast, water quenched;0.0;0.0009;0.0;0.165;0.0;0.748;0.0;0.00875;0.02875;0.0;0.045;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1328.421082;10.81081104;3.4781360499999994;0.1466058415097361;0.1098381456145519;125.38676250000003;150.50940292119265;136.64430000000002;7.282461693193011;33.33825648938915;33.94914957525387;Steels
Stainless steel, duplex, Ilium PD, cast, water quenched;0.0;0.00125;0.0;0.155;0.0;0.757;0.0;0.00875;0.02875;0.0;0.045;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1233.684204;12.97297287;3.381276249999999;0.14052847820739423;0.10923172603331482;119.90336250000003;150.4273560716743;132.41625;7.170469260759592;33.31599683565195;34.05752420545246;Steels
Stainless steel, duplex, Ilium PD, cast, water quenched & aged;0.0;0.00125;0.0;0.155;0.0;0.757;0.0;0.00875;0.02875;0.0;0.045;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1364.21051;5.0;3.381276249999999;0.14052847820739423;0.10923172603331482;119.90336250000003;150.4273560716743;132.41625;7.170469260759592;33.31599683565195;34.05752420545246;Steels
Stainless steel, duplex, LDX2101, annealed;0.0;0.00025;0.0;0.15;0.015;0.7565;0.0;0.005;0.0075;0.0;0.06;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1161.052612;14.0;3.0243842499999993;0.12771207830339804;0.10783766939274231;117.8656;66.25207173929738;129.38487500000002;7.131461288884024;33.03406026440086;34.268011132411914;Steels
Stainless steel, duplex, UNS J93380, cast;0.0;0.00025;0.0;0.15;0.015;0.7565;0.0;0.005;0.0075;0.0;0.06;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1045.263184;16.0;3.0243842499999993;0.12771207830339804;0.10783766939274231;117.8656;66.25207173929738;129.38487500000002;7.131461288884024;33.03406026440086;34.268011132411914;Steels
Stainless steel, duplex, UNS S32003 (AL 2003), annealed;0.0;0.00025;0.0;0.15;0.015;0.7565;0.0;0.005;0.0075;0.0;0.06;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;943.1578979;18.0;3.0243842499999993;0.12771207830339804;0.10783766939274231;117.8656;66.25207173929738;129.38487500000002;7.131461288884024;33.03406026440086;34.268011132411914;Steels
Stainless steel, duplex, UNS S32550, annealed;0.0;0.00025;0.0;0.15;0.015;0.7565;0.0;0.005;0.0075;0.0;0.06;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;907.3684082;18.5;3.0243842499999993;0.12771207830339804;0.10783766939274231;117.8656;66.25207173929738;129.38487500000002;7.131461288884024;33.03406026440086;34.268011132411914;Steels
Stainless steel, duplex, UNS S32750, annealed;0.0;0.00025;0.0;0.15;0.015;0.7565;0.0;0.005;0.0075;0.0;0.06;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1298.947388;11.0;3.0243842499999993;0.12771207830339804;0.10783766939274231;117.8656;66.25207173929738;129.38487500000002;7.131461288884024;33.03406026440086;34.268011132411914;Steels
Stainless steel, duplex, UNS S32760, annealed;0.0;0.00025;0.0;0.15;0.015;0.7565;0.0;0.005;0.0075;0.0;0.06;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1233.684998;12.5;3.0243842499999993;0.12771207830339804;0.10783766939274231;117.8656;66.25207173929738;129.38487500000002;7.131461288884024;33.03406026440086;34.268011132411914;Steels
Stainless steel, duplex, UNS S33207, annealed;0.0;0.00025;0.0;0.15;0.015;0.7565;0.0;0.005;0.0075;0.0;0.06;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;907.3684082;10.0;3.0243842499999993;0.12771207830339804;0.10783766939274231;117.8656;66.25207173929738;129.38487500000002;7.131461288884024;33.03406026440086;34.268011132411914;Steels
Stainless steel, duplex, UNS S44635, annealed;0.0;0.00025;0.0;0.1175;0.02;0.7555;0.0;0.0025;0.0025;0.003;0.085;0.0;0.0;0.0025;0.0;0.011;0.0;0.0;0.0;1451.578918;10.81081104;3.2470192499999992;0.10475532682827238;0.10510357528603455;114.52457500000003;54.4560606314414;120.3875;7.726368404344909;32.853723482643346;35.449376474762104;Steels
Stainless steel, duplex, UNS S44660, annealed;0.0;0.00025;0.0;0.1175;0.02;0.7555;0.0;0.0025;0.0025;0.003;0.085;0.0;0.0;0.0025;0.0;0.011;0.0;0.0;0.0;1596.842102;6.5;3.2470192499999992;0.10475532682827238;0.10510357528603455;114.52457500000003;54.4560606314414;120.3875;7.726368404344909;32.853723482643346;35.449376474762104;Steels
Stainless steel, duplex, UNS S44800, annealed;0.0;0.0001;0.0;0.1175;0.0;0.7435;0.0;0.00125;0.01;0.0;0.11;0.0;0.0;0.00125;0.0;0.0165;0.0;0.0;0.0;1562.843506;11.83349991;3.4202022;0.10266122323892546;0.10453545903865231;115.4929625;82.83770934380452;121.73026250000002;8.089082131351088;33.010739110681676;36.289007168067464;Steels
Stainless steel, ferritic, AISI 405, annealed, low nickel;0.0;0.0001;0.0;0.1175;0.0;0.7435;0.0;0.00125;0.01;0.0;0.11;0.0;0.0;0.00125;0.0;0.0165;0.0;0.0;0.0;1729.554504;9.5;3.4202022;0.10266122323892546;0.10453545903865231;115.4929625;82.83770934380452;121.73026250000002;8.089082131351088;33.010739110681676;36.289007168067464;Steels
Stainless steel, ferritic, AISI 409, annealed;0.01125;0.00025;0.0;0.127;0.0;0.7575;0.0;0.001;0.0225;0.0;0.08;0.0;0.0;0.0005;0.0;0.0;0.0;0.0;0.0;1458.947388;13.0;3.3169892499999993;0.11585546454765905;0.10627409604875776;110.19927500000001;130.03815186242042;134.048975;7.79775616209953;33.24655932439894;35.31371650796877;Steels
Stainless steel, ferritic, AISI 429, annealed;0.01125;0.00025;0.0;0.127;0.0;0.7575;0.0;0.001;0.0225;0.0;0.08;0.0;0.0;0.0005;0.0;0.0;0.0;0.0;0.0;1343.157898;11.89189196;3.3169892499999993;0.11585546454765905;0.10627409604875776;110.19927500000001;130.03815186242042;134.048975;7.79775616209953;33.24655932439894;35.31371650796877;Steels
Stainless steel, ferritic, AISI 430, annealed;0.01125;0.00025;0.0;0.127;0.0;0.7575;0.0;0.001;0.0225;0.0;0.08;0.0;0.0;0.0005;0.0;0.0;0.0;0.0;0.0;1270.526306;15.0;3.3169892499999993;0.11585546454765905;0.10627409604875776;110.19927500000001;130.03815186242042;134.048975;7.79775616209953;33.24655932439894;35.31371650796877;Steels
Stainless steel, ferritic, AISI 430F, annealed;0.01125;0.00025;0.0;0.127;0.0;0.7575;0.0;0.001;0.0225;0.0;0.08;0.0;0.0;0.0005;0.0;0.0;0.0;0.0;0.0;1088.421082;18.0;3.3169892499999993;0.11585546454765905;0.10627409604875776;110.19927500000001;130.03815186242042;134.048975;7.79775616209953;33.24655932439894;35.31371650796877;Steels
Stainless steel, ferritic, AISI 430FR, annealed;0.01125;0.00025;0.0;0.127;0.0;0.7575;0.0;0.001;0.0225;0.0;0.08;0.0;0.0;0.0005;0.0;0.0;0.0;0.0;0.0;980.0;20.0;3.3169892499999993;0.11585546454765905;0.10627409604875776;110.19927500000001;130.03815186242042;134.048975;7.79775616209953;33.24655932439894;35.31371650796877;Steels
Stainless steel, ferritic, AISI 434, annealed;0.01125;0.00025;0.0;0.127;0.0;0.7575;0.0;0.001;0.0225;0.0;0.08;0.0;0.0;0.0005;0.0;0.0;0.0;0.0;0.0;1574.736816;12.0;3.3169892499999993;0.11585546454765905;0.10627409604875776;110.19927500000001;130.03815186242042;134.048975;7.79775616209953;33.24655932439894;35.31371650796877;Steels
Stainless steel, ferritic, AISI 436, annealed;0.01125;0.00045;0.0;0.15;0.0;0.732;0.0;0.005;0.025;0.0;0.07125;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;1343.157898;4.0;3.5198098999999994;0.13329233359649884;0.10775319679513744;122.51867500000002;139.60250925385833;143.79652500000003;7.963393721281338;33.53594013365582;34.84809003165496;Steels
Stainless steel, ferritic, AISI 442, annealed;0.0;0.00015;0.0;0.19;0.0;0.6945;0.0;0.01;0.0;0.0;0.1;0.0;0.0;0.00375;0.0;0.0;0.0;0.0;0.0;650.0;47.5;3.55506705;0.14624037530011558;0.10928362625755254;144.54280000000003;35.56194032811312;148.3361125;7.899071810879339;32.851773863295364;34.73106038307563;Steels
Stainless steel, ferritic, AISI 444, annealed;0.0;0.00015;0.0;0.17;0.0;0.668;0.0;0.01;0.025;0.0;0.12;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;680.0;42.5;4.2117382999999995;0.14763226879350833;0.10897367228635316;138.64120000000003;151.9171903281131;151.15955000000002;9.674967737078477;33.11597486091273;36.079167022855344;Steels
Stainless steel, ferritic, AISI 446, annealed;0.003;0.0004;0.0;0.2;0.00375;0.57978;0.0;0.005;0.0;0.0;0.2;0.0;0.0;0.005;0.0;0.003;0.0;0.0;0.0;568.0500183;41.25;4.74722475;0.15034952175626815;0.10795156477869991;166.72013200000004;61.53060737521808;173.86953000000005;11.635694110737107;32.80246939083675;37.7487262733272;Steels
Stainless steel, ferritic, AL 29-4C, annealed;0.0;0.00015;0.0;0.17;0.0;0.7145;0.0;0.065;0.0;0.0;0.045;0.0;0.0;0.00375;0.0;0.0;0.0;0.0;0.0;802.5;42.5;2.8436920499999996;0.16082511641781694;0.11039783783301702;127.51155000000001;26.43302613517143;140.64361250000002;6.021639119971093;32.40711566989953;33.85608398321895;Steels
Stainless steel, ferritic, ASTM CB-30, cast, annealed;0.0;0.00015;0.0;0.1675;0.005;0.707;0.0;0.0695;0.0;0.0;0.045;0.0;0.0;0.00375;0.0;0.0;0.0;0.0;0.0;685.0;51.04999924;2.8501282999999997;0.16280578505769172;0.11026923685093765;126.44247500000003;29.278342246658017;141.76123750000002;6.2272432526192185;32.30603976005569;33.96422599683453;Steels
Stainless steel, ferritic, ASTM CC-50, cast, high nickel;0.0;0.00015;0.0;0.17;0.0;0.7435;0.0;0.01;0.0;0.0;0.07;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;529.4736938;35.0;3.05288955;0.13408889530726964;0.10869488265527377;129.32090000000002;28.146690328113127;134.35192500000002;6.664002749070356;32.97157656867041;34.063353083676844;Steels
Stainless steel, ferritic, ASTM CC-50, cast, low nickel;0.0;0.00075;0.0;0.13;0.0;0.85395;0.0;0.00625;0.003;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;760.0;14.0;2.0151363749999995;0.10976709723147793;0.10759307650494428;97.45544250000002;24.056456112223827;104.9517625;3.994035326180615;33.22323246465053;32.453302820816674;Steels
Stainless steel, ferritic, UNS S44627, annealed;0.0;0.0004;0.0;0.2075;0.00125;0.6215;0.0;0.03125;0.025;0.00525;0.1;0.0;0.0;0.00375;0.0;0.0;0.0;0.0;0.0;807.333313;37.5;4.809671299999999;0.18061039992211625;0.11209411550700175;166.77666250000004;152.3202748063094;168.60723750000002;9.674985275562667;32.92051666136525;35.0709511715433;Steels
Stainless steel, ferritic, UNS S44700, annealed;0.0;0.0004;0.0;0.2075;0.00125;0.6215;0.0;0.03125;0.025;0.00525;0.1;0.0;0.0;0.00375;0.0;0.0;0.0;0.0;0.0;1131.333313;19.0;4.809671299999999;0.18061039992211625;0.11209411550700175;166.77666250000004;152.3202748063094;168.60723750000002;9.674985275562667;32.92051666136525;35.0709511715433;Steels
Stainless steel, martensitic, 15-5PH, cast, H935;0.0;0.0003;0.0;0.22;0.0;0.57;0.0;0.05;0.0225;0.002;0.125;0.0;0.0;0.005;0.0;0.0;0.002;0.0;0.0;753.2833557;35.0;5.646161600000001;0.19595519382812832;0.11249999775436798;179.21275000000003;149.1656347762649;181.88185000000001;10.546848987241846;32.835567527397345;35.91034850795748;Steels
Stainless steel, martensitic, 15-5PH, H1025;0.0;0.0003;0.0;0.22;0.0;0.57;0.0;0.05;0.0225;0.002;0.125;0.0;0.0;0.005;0.0;0.0;0.002;0.0;0.0;1398.083374;15.0;5.646161600000001;0.19595519382812832;0.11249999775436798;179.21275000000003;149.1656347762649;181.88185000000001;10.546848987241846;32.835567527397345;35.91034850795748;Steels
Stainless steel, martensitic, 15-5PH, H1075;0.0;0.0004;0.0;0.21;0.00125;0.539;0.0;0.225;0.01;0.0;0.0005;0.0;0.0;0.00375;0.0;0.0;0.0;0.0;0.0;931.0;52.0;3.173996299999999;0.2654237840894246;0.11659779818737721;149.5556;73.84868060345133;184.19136250000003;6.178860177494299;30.811337223025774;33.57345568702798;Steels
Stainless steel, martensitic, 15-5PH, H1100;0.0;0.0004;0.0;0.21;0.00125;0.539;0.0;0.225;0.01;0.0;0.0005;0.0;0.0;0.00375;0.0;0.0;0.0;0.0;0.0;1162.0;31.0;3.173996299999999;0.2654237840894246;0.11659779818737721;149.5556;73.84868060345133;184.19136250000003;6.178860177494299;30.811337223025774;33.57345568702798;Steels
Stainless steel, martensitic, 15-5PH, H1150;0.0;0.00075;0.0;0.18;0.0;0.7075;0.0;0.01;0.003;0.0;0.09;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;583.3333435;45.0;3.43147275;0.1417266516692257;0.10875999779810633;138.03200000000004;46.46575287179597;143.19012500000002;7.621989085436003;32.92243071218087;34.54491410916161;Steels
Stainless steel, martensitic, 15-5PH, H1150M;0.0;0.00075;0.0;0.18;0.0;0.7075;0.0;0.01;0.003;0.0;0.09;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;776.5;30.0;3.43147275;0.1417266516692257;0.10875999779810633;138.03200000000004;46.46575287179597;143.19012500000002;7.621989085436003;32.92243071218087;34.54491410916161;Steels
Stainless steel, martensitic, 15-5PH, H900;0.0;0.0004;0.0;0.21;0.00125;0.539;0.0;0.225;0.01;0.0;0.0005;0.0;0.0;0.00375;0.0;0.0;0.0;0.0;0.0;1613.5;15.5;3.173996299999999;0.2654237840894246;0.11659779818737721;149.5556;73.84868060345133;184.19136250000003;6.178860177494299;30.811337223025774;33.57345568702798;Steels
Stainless steel, martensitic, 15-5PH, H925;0.0;0.00125;0.0;0.0025;0.0015;0.9815;0.0;0.006;0.001;0.0;0.0025;0.0;0.0;0.003;0.0;0.0;0.00015;0.0;0.0;499.8700338;33.03928571;0.8263337499999994;0.030660617680961733;0.10095927660297555;27.562249999999995;15.544551781321392;50.919000000000004;2.532529380634018;32.88140210491412;34.10006059580137;Steels
Stainless steel, martensitic, 17-4PH, cast, H1000;0.0;0.00125;0.0;0.0025;0.0015;0.9815;0.0;0.006;0.001;0.0;0.0025;0.0;0.0;0.003;0.0;0.0;0.00015;0.0;0.0;506.7647929;33.0;0.8263337499999994;0.030660617680961733;0.10095927660297555;27.562249999999995;15.544551781321392;50.919000000000004;2.532529380634018;32.88140210491412;34.10006059580137;Steels
Stainless steel, martensitic, 17-4PH, cast, H1100;0.0;0.00125;0.0;0.0025;0.0015;0.9815;0.0;0.006;0.001;0.0;0.0025;0.0;0.0;0.003;0.0;0.0;0.00015;0.0;0.0;448.1593406;29.0;0.8263337499999994;0.030660617680961733;0.10095927660297555;27.562249999999995;15.544551781321392;50.919000000000004;2.532529380634018;32.88140210491412;34.10006059580137;Steels
Stainless steel, martensitic, 17-4PH, cast, H900;0.0;0.00125;0.0;0.0025;0.0015;0.9815;0.0;0.006;0.001;0.0;0.0025;0.0;0.0;0.003;0.0;0.0;0.00015;0.0;0.0;499.8700562;30.0;0.8263337499999994;0.030660617680961733;0.10095927660297555;27.562249999999995;15.544551781321392;50.919000000000004;2.532529380634018;32.88140210491412;34.10006059580137;Steels
Stainless steel, martensitic, 17-4PH, H1025;0.0;0.00075;0.0;0.0;0.0;0.98255;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0005;0.0;0.0;0.0;0.0;0.0;475.0;13.5;0.6827691249999994;0.03002066484930277;0.10041825468498744;24.786719999999992;9.753702871795985;49.069212500000006;2.267868481037825;32.49990723553912;33.863775183934436;Steels
Stainless steel, martensitic, 17-4PH, H1075;0.0;0.0004;0.001;0.18;0.0;0.68722;0.0;0.01;0.0;0.0055;0.11;0.0;0.0;0.005;0.0005;0.0;0.0;0.0;0.0;558.0;35.0;4.18766535;0.14059757888049973;0.10944604305480583;152.948168;45.9320998408332;147.37969500000003;8.293234437614997;32.96606011787159;35.181479549687275;Steels
Stainless steel, martensitic, 17-4PH, H1100;0.0;0.00015;0.0;0.18;0.0025;0.63568;0.0;0.01;0.02725;0.0;0.14;0.0;0.0;0.00375;0.0;0.0;0.0;0.0;0.0;590.0;58.6;4.5858915;0.1555084075212314;0.10938811676993564;147.22071700000004;168.16056032811312;160.49586750000003;10.687715173870124;33.06504841671568;36.680807857767185;Steels
Stainless steel, martensitic, 17-4PH, H1150;0.0;0.00075;0.0;0.13;0.0;0.8495;0.0;0.00625;0.003;0.0;0.003;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;595.0;25.0;2.0452714999999997;0.10971325320580971;0.1074067881758958;97.84786250000002;24.766406112223827;105.4255;4.091814235598559;33.16663756286685;32.496051828058945;Steels
Stainless steel, martensitic, 17-4PH, H1150M;0.0;0.00035;0.0;0.1395;0.016;0.763;0.0;0.005;0.016;0.0025;0.054;0.0;0.0;0.0035;0.0;0.0;0.0;0.0;0.0;1230.0;15.0;3.2834751999999994;0.12639214717209746;0.10807697116278836;116.43245000000003;104.45601555090464;127.08152500000003;7.342501092606795;33.092241925285975;34.37239861432035;Steels
Stainless steel, martensitic, 17-4PH, H900;0.00375;0.00075;0.0075;0.21;0.00375;0.4325;0.0;0.0075;0.0;0.0;0.325;0.0;0.0;0.005;0.0;0.00375;0.0;0.0;0.0;565.0;52.5;6.367972750000001;0.16074884653706256;0.10684038529513351;191.55537500000005;98.39227169874783;206.064375;16.147809816857833;32.57614668531166;41.815357901181294;Steels
Stainless steel, martensitic, 17-4PH, H925;0.0;0.00015;0.0;0.18;0.0025;0.63568;0.0;0.01;0.02725;0.0;0.14;0.0;0.0;0.00375;0.0;0.0;0.0;0.0;0.0;1044.115217;16.66666667;4.5858915;0.1555084075212314;0.10938811676993564;147.22071700000004;168.16056032811312;160.49586750000003;10.687715173870124;33.06504841671568;36.680807857767185;Steels
Stainless steel, martensitic, 416S41, annealed;0.0;0.00075;0.0;0.13;0.0;0.8495;0.0;0.00625;0.003;0.0;0.003;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;861.5;14.0;2.0452714999999997;0.10971325320580971;0.1074067881758958;97.84786250000002;24.766406112223827;105.4255;4.091814235598559;33.16663756286685;32.496051828058945;Steels
Stainless steel, martensitic, 420S29, annealed;0.0;0.00035;0.0;0.1395;0.016;0.763;0.0;0.005;0.016;0.0025;0.054;0.0;0.0;0.0035;0.0;0.0;0.0;0.0;0.0;1027.5;18.5;3.2834751999999994;0.12639214717209746;0.10807697116278836;116.43245000000003;104.45601555090464;127.08152500000003;7.342501092606795;33.092241925285975;34.37239861432035;Steels
Stainless steel, martensitic, AISI 403, annealed;0.0;0.00035;0.0;0.1395;0.016;0.763;0.0;0.005;0.016;0.0025;0.054;0.0;0.0;0.0035;0.0;0.0;0.0;0.0;0.0;1370.0;12.5;3.2834751999999994;0.12639214717209746;0.10807697116278836;116.43245000000003;104.45601555090464;127.08152500000003;7.342501092606795;33.092241925285975;34.37239861432035;Steels
Stainless steel, martensitic, AISI 403, hard temper;0.0;0.004;0.0;0.00825;0.0;0.941;0.0;0.0075;0.00375;0.0;0.01825;0.0;0.0;0.0165;0.0;0.0;0.00075;0.0;0.0;1960.0;8.648648739;1.3521904999999994;0.036416055912234735;0.10106678844571396;37.317649999999986;31.871693810363304;57.648175;3.4024844468602686;33.729627041297064;34.625962004192466;Steels
Stainless steel, martensitic, AISI 403, intermediate temper;0.0;0.0042;0.0;0.00825;0.0;0.9405;0.0;0.0075;0.00375;0.0;0.01825;0.0;0.0;0.0165;0.0;0.0;0.00075;0.0;0.0;2032.631592;7.567567348;1.3518761499999996;0.0364066749002786;0.10101836043720709;37.34944999999999;31.876881324924256;57.676950000000005;3.406023424245424;33.73069316971948;34.62004893030554;Steels
Stainless steel, martensitic, AISI 410, annealed;0.0;0.00375;0.0;0.0;0.0;0.983;0.0;0.008;0.0025;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1027.5;6.0;0.7493599999999994;0.030607369263722872;0.10080052291845976;25.86564999999999;20.929480651771744;50.335874999999994;2.4857731658039897;33.00690325482229;34.15569242270356;Steels
Stainless steel, martensitic, AISI 410, hard temper;0.0;0.00375;0.0;0.0;0.0;0.983;0.0;0.008;0.0025;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;950.0;14.0;0.7493599999999994;0.030607369263722872;0.10080052291845976;25.86564999999999;20.929480651771744;50.335874999999994;2.4857731658039897;33.00690325482229;34.15569242270356;Steels
Stainless steel, martensitic, AISI 410, intermediate temper;0.0;0.00375;0.0;0.0;0.0;0.983;0.0;0.008;0.0025;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;877.5;20.0;0.7493599999999994;0.030607369263722872;0.10080052291845976;25.86564999999999;20.929480651771744;50.335874999999994;2.4857731658039897;33.00690325482229;34.15569242270356;Steels
Stainless steel, martensitic, AISI 410S, annealed;0.0;0.00375;0.0;0.0;0.0;0.983;0.0;0.008;0.0025;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;792.5;23.0;0.7493599999999994;0.030607369263722872;0.10080052291845976;25.86564999999999;20.929480651771744;50.335874999999994;2.4857731658039897;33.00690325482229;34.15569242270356;Steels
Stainless steel, martensitic, AISI 414, intermediate temper;0.0;0.00375;0.0;0.0;0.0;0.983;0.0;0.008;0.0025;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;695.0;29.0;0.7493599999999994;0.030607369263722872;0.10080052291845976;25.86564999999999;20.929480651771744;50.335874999999994;2.4857731658039897;33.00690325482229;34.15569242270356;Steels
Stainless steel, martensitic, AISI 414L, annealed;0.0;0.00425;0.0;0.0;0.0;0.9825;0.0;0.008;0.0025;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1800.0;12.0;0.7490822499999994;0.030602209492001653;0.10075509490995288;25.963449999999995;20.94919943817412;50.44325;2.4962883034285626;33.03412495423773;34.16637701532248;Steels
Stainless steel, martensitic, AISI 416, annealed;0.0;0.00425;0.0;0.0;0.0;0.9825;0.0;0.008;0.0025;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1612.5;13.0;0.7490822499999994;0.030602209492001653;0.10075509490995288;25.963449999999995;20.94919943817412;50.44325;2.4962883034285626;33.03412495423773;34.16637701532248;Steels
Stainless steel, martensitic, AISI 416, cold worked;0.0;0.00425;0.0;0.0;0.0;0.9825;0.0;0.008;0.0025;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1290.0;15.0;0.7490822499999994;0.030602209492001653;0.10075509490995288;25.963449999999995;20.94919943817412;50.44325;2.4962883034285626;33.03412495423773;34.16637701532248;Steels
Stainless steel, martensitic, AISI 418, tempered at 260?;0.0;0.00425;0.0;0.0;0.0;0.9825;0.0;0.008;0.0025;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;987.5;20.0;0.7490822499999994;0.030602209492001653;0.10075509490995288;25.963449999999995;20.94919943817412;50.44325;2.4962883034285626;33.03412495423773;34.16637701532248;Steels
Stainless steel, martensitic, AISI 418, tempered at 649?;0.0;0.00425;0.0;0.0;0.0;0.9825;0.0;0.008;0.0025;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;792.5;28.0;0.7490822499999994;0.030602209492001653;0.10075509490995288;25.963449999999995;20.94919943817412;50.44325;2.4962883034285626;33.03412495423773;34.16637701532248;Steels
Stainless steel, martensitic, AISI 420, tempered at 204?;0.0;0.00305;0.0;0.0095;0.0;0.9775;0.0;0.005;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;560.0;28.0;0.8254033499999994;0.034499869570568165;0.10123136564592307;30.836249999999996;18.5161969431507;53.49035;2.5445853780514067;33.00620833488375;33.97628491805547;Steels
Stainless steel, martensitic, AISI 420F, annealed;0.0;0.00305;0.0;0.0095;0.0;0.9775;0.0;0.005;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;653.6842041;11.5;0.8254033499999994;0.034499869570568165;0.10123136564592307;30.836249999999996;18.5161969431507;53.49035;2.5445853780514067;33.00620833488375;33.97628491805547;Steels
Stainless steel, martensitic, AISI 431, annealed, wire;0.0;0.00305;0.0;0.0095;0.0;0.9775;0.0;0.005;0.002;0.0;0.0;0.0;0.0;0.0025;0.0;0.0;0.0;0.0;0.0;1051.5;10.0;0.8254033499999994;0.034499869570568165;0.10123136564592307;30.836249999999996;18.5161969431507;53.49035;2.5445853780514067;33.00620833488375;33.97628491805547;Steels
